index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F20,C10,JFK,ORD,30780.0,36121.0,5341.0,3541.000005474862,1187,6,3,08:33 -> 10:02,03:00,1
1,T00,F01,C00,ORD,JFK,44173.0,49514.0,5341.0,3540.999995746197,1187,6,4,12:16 -> 13:45,,0
2,T00,F02,C00,JFK,DFW,82395.0,92448.0,10053.0,8252.999940651023,2234,6,4,22:53 -> 01:40 (+1),,0
3,T01,F03,C01,LAX,ORD,23820.0,36429.0,12609.0,10809.0,2802,8,6,06:37 -> 10:07,01:00,1
4,T01,F04,C01,ORD,ATL,52521.0,56913.0,4392.0,2592.0000064736682,976,8,6,14:35 -> 15:48,,0
5,T01,F05,C02,ATL,JFK,78928.0,84427.0,5499.0,3698.9999966832424,1222,8,6,21:55 -> 23:27,,0
6,T02,F06,C03,DFW,JFK,24480.0,34533.0,10053.0,8252.999979719798,2234,8,6,06:48 -> 09:35,01:00,1
7,T02,F07,C03,JFK,DFW,62790.0,72843.0,10053.0,8253.000053779928,2234,8,6,17:26 -> 20:14,,0
8,T02,F08,C04,DFW,LAX,82063.0,90986.0,8923.0,7122.99991900133,1983,8,6,22:47 -> 01:16 (+1),,0
9,T03,F09,C05,JFK,ATL,20880.0,26379.0,5499.0,3698.9999997560603,1222,8,6,05:48 -> 07:19,,0
10,T03,F10,C05,ATL,JFK,39696.0,45195.0,5499.0,3699.000000986022,1222,8,6,11:01 -> 12:33,,0
11,T03,F11,C05,JFK,ORD,56560.0,61901.0,5341.0,3540.9999956266547,1187,8,6,15:42 -> 17:11,,0
12,T03,F12,C06,ORD,DFW,82229.0,88034.0,5805.0,4004.9999922229404,1290,8,6,22:50 -> 00:27 (+1),,0
13,T04,F13,C07,ATL,DFW,20460.0,25743.0,5283.0,3482.999977113074,1174,8,6,05:41 -> 07:09,,0
14,T04,F14,C07,DFW,ATL,32699.0,37982.0,5283.0,3483.000039310179,1174,8,6,09:04 -> 10:33,,0
15,T04,F15,C01,ATL,JFK,66074.0,71573.0,5499.0,3698.9999907801443,1222,8,6,18:21 -> 19:52,,0
16,T05,F16,C08,JFK,ATL,20220.0,25719.0,5499.0,3699.000027259741,1222,8,6,05:37 -> 07:08,,0
17,T05,F17,C08,ATL,JFK,30151.0,35650.0,5499.0,3699.000001966323,1222,8,6,08:22 -> 09:54,,0
18,T05,F18,C08,JFK,DFW,44200.0,54253.0,10053.0,8252.999989384945,2234,8,6,12:16 -> 15:04,,0
19,T05,F19,C09,DFW,LAX,57504.0,66427.0,8923.0,7123.00000915117,1983,8,6,15:58 -> 18:27,,0
20,T06,F00,C00,JFK,ORD,20820.0,26161.0,5341.0,3540.9999916052675,1187,10,9,05:47 -> 07:16,,0
21,T06,F21,C10,ORD,ATL,44461.0,48853.0,4392.0,2592.0000001374706,976,10,8,12:21 -> 13:34,,0
22,T06,F22,C07,ATL,ORD,69409.0,73801.0,4392.0,2592.0000002161705,976,10,8,19:16 -> 20:30,,0
